year,author,title,link,shl_has_link,shl_link
1992,"Schneider, Arnd","Italian immigrants in contemporary Buenos Aires: Their responses to changing political, economic and social circumstances.",http://etheses.lse.ac.uk/1287/,True,
1992,"Sentana Ivanez, Enrique",Time-varying volatility and returns on ordinary shares: An empirical investigation.,http://etheses.lse.ac.uk/2819/,True,
1992,"Solis, Gary Dean",American military justice and the law of war: A case study of military law in Vietnam.,http://etheses.lse.ac.uk/1322/,True,
1992,"Streibel, Mariane",Stochastic trends in simultaneous equation systems.,http://etheses.lse.ac.uk/1351/,True,
1992,"Tang, Tae Young",The effects of competitive pressures on labour market institutions and economic performance: A cross-country comparative study.,http://etheses.lse.ac.uk/2588/,True,
1992,"Thakker-Desai, Bayjool","Health attitudes and personal health-care decisions in Bombay, India.",http://etheses.lse.ac.uk/2821/,True,
1992,"Vasconcelos, Eduardo Mourao","New alienists of the poor: Developing community mental health services in Brazil, 1978/1989.",http://etheses.lse.ac.uk/1168/,True,
1992,"Ventura de Morais, Josimar Jorge",New unionism' and union politics in Pernambuco (Brazil) in the 1980s.,http://etheses.lse.ac.uk/2828/,True,
1992,"Vielba, Carol A",Intergovernmental relations at the local level: A study of the London Borough of Camden.,http://etheses.lse.ac.uk/1309/,True,
1992,"Witztum, Amos",Ethics and the economics of Adam Smith and J.S. Mill: On the moral significance of classical economics.,http://etheses.lse.ac.uk/1325/,True,
1992,"Yeuk-Lin, Linda Wong Lai",Social welfare under Chinese socialism---a case study of the Ministry of Civil Affairs.,http://etheses.lse.ac.uk/2226/,True,
1992,"Zabadi, Istifanus Sonsare",International politics of structural adjustment in sub-Saharan Africa 1983-1990: With special reference to Ghana and Nigeria.,http://etheses.lse.ac.uk/1320/,True,
1992,"Zainal-Abidin, Mahani",Alternative industrial strategies and effects of fiscal incentives and trade policy in achieving employment objectives in Malaysian industrialisation.,http://etheses.lse.ac.uk/2820/,True,
1992,"Zifcak, Spencer Michael",Administrative reform in Whitehall and Canberra in the 1980s: The FMI and FMIP compared.,http://etheses.lse.ac.uk/1307/,True,
1993,"Abu Shehab, Amina Abdullah","Women, Islam and modernity.",http://etheses.lse.ac.uk/2452/,True,
1993,"Ahonsi, Babatunde A","Factors affecting infant and child mortality in Ondo State, Nigeria.",http://etheses.lse.ac.uk/1358/,True,
1993,"Albert, Steven Brian",The impact of supply-side human resource issues on organizations: An examination of a temporary accountancy firm.,http://etheses.lse.ac.uk/1250/,True,
1993,"Bauer, Martin",Resistance to change: a functional analysis of reponses to technical change in a Swiss bank.,http://etheses.lse.ac.uk/63/,True,
1993,"Bosteen, Lars Boe","Processed food marketing in Ivory Coast, 1956-1990: Distribution techniques and foreign domination in a developing economy.",http://etheses.lse.ac.uk/1349/,True,
1993,"Buchan, Ian B",Police response to domestic violence: An experiment in adult cautioning.,http://etheses.lse.ac.uk/1241/,True,
1993,"Bunnell, Gene A",Making developers pay - British versus American experience in the 1980's.,http://etheses.lse.ac.uk/1256/,True,
1993,"Canessa, A. L.E",The politics of Pacha. The conflict of values in a Bolivian Aymara community.,http://etheses.lse.ac.uk/1234/,True,
1993,"Carlos Monteiro Ponce de Leon, Antonio",Optimum experimental design for model discrimination and generalized linear models.,http://etheses.lse.ac.uk/2434/,True,
1993,"Cheng, Arnold Cheuk Sang",International arbitrage pricing theory: Empirical evidence from the United Kingdom and the United States.,http://etheses.lse.ac.uk/1334/,True,
1993,"Chife, Aloy Chinedu","The political economy of north-south relations: Japan's relations with Nigeria, 1960-1985.",http://etheses.lse.ac.uk/2826/,True,
1993,"Cinnirella, Marco Goffredo",Social identity perspectives on European integration: A comparative study of national and European identity construction in Britain and Italy.,http://etheses.lse.ac.uk/1238/,True,
1993,"Cox, Brian Edward",Guardianship for people with mental illness: Social workers' perspectives and decisions.,http://etheses.lse.ac.uk/1239/,True,
1993,"Curcio, Riccardo","An empirical study of rights issues, managerial equity control, and technical analysis of financial markets: Recent UK experience.",http://etheses.lse.ac.uk/2435/,True,
1993,"Dyer, Hugh Croil",The role of normative theory in the study of international relations: A critical assessment.,http://etheses.lse.ac.uk/1310/,True,
1993,"Freitas de Castro, Marcia",Uneven development and peripheral capitalism: The case of Brazilian informatics.,http://etheses.lse.ac.uk/2225/,True,
1993,"Gandy, Anthony",The entry of established electronics companies into the early computer industry in the UK and USA.,http://etheses.lse.ac.uk/1339/,True,
1993,"Giannikos, Ioannis",Optimal location of single and multiple obnoxious facilities: Algorithms for the maximin criterion under different norms.,http://etheses.lse.ac.uk/1350/,True,
1993,"Godfrey, Nancy","Getting in on the act: The multiplicity of agencies promoting the health of refugees, with a case study of the Afghans in Pakistan, 1978-1988.",http://etheses.lse.ac.uk/2437/,False,
1993,"Goodman, Daniel",Enhancing discrete event modelling by interfacing expert systems and simulation models.,http://etheses.lse.ac.uk/3050/,True,
1993,"Grant, David Stephen",Japanese manufactures in the UK electronics sector: The impact of production systems on employee attitudes and behaviour.,http://etheses.lse.ac.uk/1341/,False,
1993,"Green, Maia","The construction of 'religion' and the perpetuation of 'tradition' among Pogoro Catholics, southern Tanzania.",http://etheses.lse.ac.uk/1286/,True,
1993,"Han, Xu",Interdependence and the problems of adaptation: The case of China in the 1980s.,http://etheses.lse.ac.uk/1328/,True,
1993,"Hlupic, Vlatka",Simulation modelling software approaches to manufacturing problems.,http://etheses.lse.ac.uk/56/,True,
1993,"Howes, Stephen R","Income distribution: Measurement, transition and analysis of urban China, 1981-1990.",http://etheses.lse.ac.uk/2438/,False,
1993,"Hughes, Patrick Brian","The relations between the productions of broadcasting organisations, the social experiences of audiences and the meaning attached to programmes, with particular reference to recent institutional and technical changes in mass communications.",http://etheses.lse.ac.uk/1231/,True,
1993,"Humberto Ortiz Quevado, Carlos",Industry structure and economic growth. Essays on the impact of the production structure and openness on development.,http://etheses.lse.ac.uk/2439/,True,
1993,"Hung, Victor Tin Yau",Essays on economic growth and fluctuations.,http://etheses.lse.ac.uk/2436/,True,
1993,"Iganski, Paul",Implementing equal employment-opportunities policies in the British National Health Service: Racism and patriarchy at work.,http://etheses.lse.ac.uk/1295/,True,
1993,"Igwara, Obi Patience","Ethnicity, nationalism and nation-building in Nigeria, 1970-1992.",http://etheses.lse.ac.uk/2589/,True,
1993,"Ishfaq, Mohammad",Decentralized resource allocation in primary health care: Formal methods and their application in Britain and Pakistan.,http://etheses.lse.ac.uk/1240/,True,
1993,"Ivison, Duncan Mackenzie","Liberty and self in the political argument of republicanism, liberalism and postmodernism.",http://etheses.lse.ac.uk/1301/,True,
1993,"Joffe, Helene Nadine",AIDS in Britain and South Africa: A theory of inter-group blame.,http://etheses.lse.ac.uk/1290/,True,
1993,"Kamshad, Kimya Moghadam",The dynamics of firm growth and failure under alternative forms of ownership.,http://etheses.lse.ac.uk/1249/,True,
1993,"Kanakis, Leledakis",Reconstruction of modern social theory and the unconscious dimension of the social.,http://etheses.lse.ac.uk/2098/,True,
1993,"Lamounier, Lucia",Between slavery and free labour: experiments with free labour and patterns of slave emancipation in Brazil and Cuba c.1830-1888.,http://etheses.lse.ac.uk/108/,True,
1993,"Lehmann, Hartmut F","Labour market flows and labour market policies in the British Isles, Poland and Eastern Germany since 1980.",http://etheses.lse.ac.uk/1345/,True,
1993,"Linsley, Christine Louise",Gender divisions in health: An analysis of the 1982 General Household Survey.,http://etheses.lse.ac.uk/1259/,True,
1993,"Mangasarian, Leon","Independence or dependence? The arms industries in Israel, South Africa and Yugoslavia during the Cold War.",http://etheses.lse.ac.uk/1278/,True,
1993,"McIlwaine, Catherine Julia","Gender, ethnicity and the local labour market in Limon, Costa Rica.",http://etheses.lse.ac.uk/1995/,True,
1993,"Milner, Simon Trevor",Industrial disputes in UK manufacturing in the 1980s: An analysis of final-offer arbitration and action short of a strike.,http://etheses.lse.ac.uk/1346/,True,
1993,"Minoglou, Ioanna Pepelasis","The Greek state and the international financial community, 1922-1932: Demystifying the 'foreign factor'.",http://etheses.lse.ac.uk/2590/,True,
1993,"Moller, Joanne","Inside and outside: Conceptual continuities from household to region in Kumaon, north India.",http://etheses.lse.ac.uk/1235/,True,
1993,"Nishimura, Yuko","Kinship, marriage and womanhood among the Nagarattars in South India.",http://etheses.lse.ac.uk/1236/,True,
1993,"Palamuleni, Martin Enock",Population dynamics of Malawi: A re-examination of the existing demographic data.,http://etheses.lse.ac.uk/1232/,True,
1993,"Provan, James","A comparative study of French and UK Government programmes to tackle the physical, management, and social problems of postwar social housing estates.",http://etheses.lse.ac.uk/3325/,True,
1993,"Raftery, James Patrick","The economics of psychiatric services in the UK and Ureland, 1845-1985.",http://etheses.lse.ac.uk/2082/,True,
1993,"Rajagopalan, Velayudhan",Political economy of agrarian politics in Kerala: A study of state intervention in agricultural commodity markets with particular reference to dairy markets.,http://etheses.lse.ac.uk/1333/,True,
1993,"Rosenberg, Justin",Social structures and geopolitical systems: A critique of the Realist theory of International Relations.,http://etheses.lse.ac.uk/1316/,True,
1993,"Sandlant, Richard A","Corporatism and foul economic weather: Rational co-operation, comparative performance, and the Swedish case.",http://etheses.lse.ac.uk/1245/,False,
1993,"Savouri, Savvas Prodromos",Regional labour markets.,http://etheses.lse.ac.uk/1253/,True,
1993,"Schmitt, John T",Earnings and unemployment in Britain 1974-1988: Evidence from a times series of general household surveys.,http://etheses.lse.ac.uk/1254/,True,
1993,"Schulze, Max-Stephan","Economic development of Austria-Hungary's machine-building industry, 1870-1913.",http://etheses.lse.ac.uk/1272/,True,
1993,"Sharpe, Rosemary Ann","Franciscan values and social contexts: A sociological study of founders of Anglican Franciscan Third Orders, 1882-1939.",http://etheses.lse.ac.uk/1227/,True,
1993,"Smallman, Joseph Dempster",Securitization and the global market.,http://etheses.lse.ac.uk/1247/,True,
1993,"Smith, Hazel Anne",European community policy towards Central America in the 1980s.,http://etheses.lse.ac.uk/1317/,True,
1993,"Swanson, Timothy Michael",The international regulation of extinction: An economic analysis of the forces causing and controlling the extinction of species.,http://etheses.lse.ac.uk/1246/,True,
1993,"Taillon, Joseph Paul de Boucherville","International co-operation in the use of elite military forces to counter terrorism: The British and American experience, with special reference to their respective experiences in the evolution of low-intensity operations.",http://etheses.lse.ac.uk/2592/,True,
1993,"Talwar, Sanjiv",The cost of capital in the presence of alternative corporation and personal tax regimes.,http://etheses.lse.ac.uk/2591/,True,
1993,"Tsandis, E.C",International maritime labour law: A case study of the ILO's attempts to develop aspects thereof.,http://etheses.lse.ac.uk/1323/,True,
1993,"Volpe, Giorgio",Do we really need to know that we know?,http://etheses.lse.ac.uk/1230/,True,
1993,"Wang, Hsiao-Lin",A systems approach to natural recreation resource management: A case study of Taiwan.,http://etheses.lse.ac.uk/1284/,True,
1993,"Williams, Rosemary Caroline",The politics of opposition in a one-party state: The case of Czechoslovakia 1977-1988.,http://etheses.lse.ac.uk/1306/,True,
1993,"Woldemichael, Berhane","Decentralisation amidst poverty and disunity: The Sudan, 1969-1983.",http://etheses.lse.ac.uk/1578/,True,
1993,"Yang, Ching-Yun","One country, two systems: Mainland China's policy towards reunification with Taiwan 1979-87.",http://etheses.lse.ac.uk/1319/,True,
1993,"Yiannakou, Athina",Residential land development and urban land policy in Greece. The case of Greater Thessaloniki.,http://etheses.lse.ac.uk/1233/,True,
1993,"Zur, Judith N",Violent memories: Qucihe war widows in northwest highland Guatemala.,http://etheses.lse.ac.uk/1237/,False,
1993,"Özcan, Gül",Small firms and local economic development in Turkey: three case study areas.,http://etheses.lse.ac.uk/3278/,True,
1994,"Abimbola, Kolapo Ogunniyi",Scientific rationality and methodological change: A critical examination of some recent attempts to naturalize methodology.,http://etheses.lse.ac.uk/1228/,True,
1994,"Aldous, Christopher",Resisting reform: Police and society in occupation Japan (1945-1952).,http://etheses.lse.ac.uk/1276/,True,
1994,"Alexakis, Emmanuel G",The Greek right: Structure and ideology of the New Democracy party.,http://etheses.lse.ac.uk/1303/,True,
1994,"Bales, Kevin",Early innovations in social research: the Poverty Survey of Charles Booth.,http://etheses.lse.ac.uk/55/,True,
1994,"Bielenberg, Andy",Industrial growth in Ireland; c.1790-1910.,http://etheses.lse.ac.uk/1326/,True,
1994,"Bufacchi, Vittorio",Reasonable agreement: A contractualist political theory.,http://etheses.lse.ac.uk/1300/,True,
1994,"Burgess, Simon Gregory",The Attlee governments in perspective - commitment and detachment in the writing of contemporary history.,http://etheses.lse.ac.uk/1265/,True,
1994,"Chalaby, Jean-Karim","The mediatic discourse from a sociological point of view: From the fall of the public press to the emergence of the mediatic field in England, 1830s-1920s.",http://etheses.lse.ac.uk/1476/,True,
1994,"Chopra, Virinder Kumar",Legislators in India: A comparison of MLAs in five states.,http://etheses.lse.ac.uk/2087/,True,
1994,"Collado-Vindel, Maria Dolores",Dynamic econometric models for cohort and panel data: Methods and applications to life-cycle consumption.,http://etheses.lse.ac.uk/2829/,True,
1994,"Conversi, Daniele","Language, immigration and nationalism: Comparing the Basque and Catalan cases.",http://etheses.lse.ac.uk/1288/,True,
1994,"Cope, Stephen","The making of spending cuts in local government: A case study of four English local authorities, 1984/85.",http://etheses.lse.ac.uk/1308/,True,
1994,"Domingues, Jose Mauricio C.S","Sociological theory and the problem of collective subjectivity, with special reference to Marx, Parsons, Habermas and Giddens.",http://etheses.lse.ac.uk/2593/,True,
1994,"Dunn, Leith Lorraine",A sociological analysis of methods of organising used by women in Caribbean Free Trade zones: Implications for development.,http://etheses.lse.ac.uk/1289/,True,
1994,"Economou, Leonidas",Kinship and politics in a Midwestern University city.,http://etheses.lse.ac.uk/1285/,True,
1994,"Graham, Paul","Rights, rationality and the problem of the self.",http://etheses.lse.ac.uk/1229/,True,
1994,"Greene, Malory","The political economy of trade liberalization in Mexico: The de la Madrid administration, 1982-1988.",http://etheses.lse.ac.uk/1336/,True,
1994,"Guelke, Adrian Blanchard","""The age of terrorism"" and the international political system, 1967-1992.",http://etheses.lse.ac.uk/1312/,True,
1994,"Halonen, Maija-Liisa Kristiina",On the theory of vertical integration.,http://etheses.lse.ac.uk/1248/,True,
1994,"Hardarson, Olafur Thordur",Parties and voters in Iceland: A study of the 1983 and 1987 Althingi elections.,http://etheses.lse.ac.uk/1371/,True,
1994,"Harris, Margaret",The work and organisation of local churches and synagogues: four English congregations in the 1990s.,http://etheses.lse.ac.uk/101/,True,
1994,"Holt, Robin J",The grammar of human rights: A Wittgensteinian analysis.,http://etheses.lse.ac.uk/1359/,True,
1994,"Hoopes, Stephanie M","The privatization of UK oil assets 1977-1987: Rational policy-making, international changes and domestic constraints.",http://etheses.lse.ac.uk/1332/,True,
1994,"Jurgielewicz, Lynne",Global environmental change and international law: prospects for progress in the legal order.,http://etheses.lse.ac.uk/3175/,True,
1994,"Kang, Wuran","Trade unions, class consciousness and praxis.",http://etheses.lse.ac.uk/1251/,True,
1994,"Kanji, Nazneen","Gender and structural adjustment policies: A case study of Harare, Zimbabwe.",http://etheses.lse.ac.uk/1244/,True,
1994,"Kong, Paul Yukey","The causes of employment changes to British industries and their health consequences, 1960-1990.",http://etheses.lse.ac.uk/1342/,True,
1994,"Konings, Jozef Gerard Leo",Gross job flows and wage determination in the U.K.: Evidence from firm level data.,http://etheses.lse.ac.uk/1343/,True,
1994,"Lowe, Stefanie Ann",The production of anaphoric reference in the written narratives of seven-year-old children: Analyzing the requirements for a computational teaching system based on a psycholinguistic model.,http://etheses.lse.ac.uk/1354/,True,
1994,"Lynch, Peter",From Versailles to Maastricht: Nationalist and regionalist parties and European integration.,http://etheses.lse.ac.uk/1314/,True,
1994,"MacLeod, Roderick James MacMillan","The evolving role of the Commonwealth in Canadian foreign policy, 1956-1965.",http://etheses.lse.ac.uk/1274/,True,
1994,"Marquez Guerrero, Carolina","Regional development strategies of a new regional government: The Junta de Andalucia, 1984-90.",http://etheses.lse.ac.uk/2440/,True,
1994,"Martikainen, Pekka Tapani",Sociodemographic factors and mortality among Finnish women 1981-5.,http://etheses.lse.ac.uk/1280/,True,
1994,"Matravers, Martin David",Justice and punishment: The rationale of coercion.,http://etheses.lse.ac.uk/1262/,True,
1994,"McKibben, Sherry A.E",Patterns of foster care in Saskatchewan: The impact on the family connections and the early adult lives of careleavers.,http://etheses.lse.ac.uk/2441/,False,
1994,"Mgbere, John Chinwi","Cooperation between the European Community and African, Caribbean and Pacific countries (1957-1990): A study in group diplomacy.",http://etheses.lse.ac.uk/1315/,True,
1994,"Mirabdolbaghi, Ariane",Population and landownership in the Bailliage Commun of Grandson in the early eighteenth century.,http://etheses.lse.ac.uk/1271/,False,
1994,"Mok, Ka Ho",The quest for democracy: Intellectuals and the state in contemporary China.,http://etheses.lse.ac.uk/1378/,True,
1994,"Muller-Wodarg, Wilderich K.D","Comparing managerial work practices and values in nationally homogenous versus heterogeneous groups: Examining German, British and French work teams.",http://etheses.lse.ac.uk/2442/,True,
1994,"Murton, A. C.S",An investigation into the determinants of UK strike activity in the post-war period: A theoretical and empirical analysis of four selected industries with lessons for aggregate strike patterns.,http://etheses.lse.ac.uk/1252/,True,
1994,"Naga, Ramses Hany Abul","Poverty, intergenerational mobility, and the role of imperfect information: An inquiry with reference to the panel study of income dynamics.",http://etheses.lse.ac.uk/2444/,True,
1994,"Newton, James",Hotels and tourists in an international political economy perspective: The case of Thailand.,http://etheses.lse.ac.uk/1283/,True,
1994,"Oliver, Stuart","Environmental hazards and society: Landsliding in Basilicata, Italy, with specific reference to Grassano.",http://etheses.lse.ac.uk/1440/,True,
1994,"Ortiz Donat, Isabel","Economic transitions: State and industry in Argentina and Spain, 1975-90.",http://etheses.lse.ac.uk/1329/,True,
1994,"Pal, Sarmistha",Choice of casual and regular labour contracts in Indian agriculture: A theoretical and empirical analysis.,http://etheses.lse.ac.uk/1347/,True,
1994,"Passes, Edwin Montague",The Christian socialism of R.H. Tawney.,http://etheses.lse.ac.uk/1370/,True,
1994,"Philipp, Thomas","Labour supply and the ""law of demand"".",http://etheses.lse.ac.uk/1348/,True,
1994,"Pinkse, Coenraad A.P",Nonparametric and semiparametric estimation and testing.,http://etheses.lse.ac.uk/1386/,True,
1994,"Pritchard, Diana Jane",Popular participation in Sandinista Nicaragua: A case study of two rural cooperatives.,http://etheses.lse.ac.uk/1275/,True,
1994,"Rezende, Claudia Barcellos","Friendship among some young English men and women residents in London, 1991-1992.",http://etheses.lse.ac.uk/1293/,True,
1994,"Rickard, Wendy Joy",Community care for the long term mentally ill: An evaluation of the community mental health team approach.,http://etheses.lse.ac.uk/1298/,True,
1994,"Ringrose, Marjorie Anne",The bureaucratic imperative: Esprit and the making of British foreign policy (1982-1992).,http://etheses.lse.ac.uk/1268/,True,
1994,"Sagebien, Julia",Competitive strategy and economic development: A regional case study - Atlantic Canada.,http://etheses.lse.ac.uk/1330/,True,
1994,"Savio, Monica",A pathway to professionalism: The development of community psychiatric nursing in Britain and Italy.,http://etheses.lse.ac.uk/1390/,True,
1994,"Schnadt, Norbert",Central banks and short-term interest rates: Bank of England operations in the sterling money market.,http://etheses.lse.ac.uk/1593/,True,
1994,"Schuz, Rhona G",Conflicts between choice of law rules and recognition of judgments rules in private international law with particular reference to cases involving determination of status.,http://etheses.lse.ac.uk/1321/,True,
1994,"Sharkey, John","The influence of British business interests on Anglo-Japanese relations, 1933-1937.",http://etheses.lse.ac.uk/1269/,True,
1994,"Shen, Jianfa",Analysis and projection of multiregional population dynamics in China: 1950-2087.,http://etheses.lse.ac.uk/1281/,True,
1994,"Tannam, Etain",Trespassing on borders? The European community and the relationships between Northern Ireland and the Irish Republic: A test of neo-functionalism.,http://etheses.lse.ac.uk/1318/,True,
1994,"Teh, Yik Koon",Employee fraud in Malaysia: A case study.,http://etheses.lse.ac.uk/1625/,True,
