year,author,title,link,shl_has_link,shl_link
1999,"Donner, Fentje Henrike",Women and gold: Gender and urbanisation in contemporary Bengal.,http://etheses.lse.ac.uk/1539/,True,http://catalogue.libraries.london.ac.uk/record=b1855758~S24
1999,"Dowling, Bernard David",Health authorities and general practice fund-holders as purchasers of elective surgery: A case study of waiting times.,http://etheses.lse.ac.uk/1541/,True,http://catalogue.libraries.london.ac.uk/record=b1851136~S24
1999,"Duggan, Bernardo",Iron and steel production in Argentina c.1920-1952: Attempts at establishing a strategic industry.,http://etheses.lse.ac.uk/1537/,True,
1999,"da Silva Bentes, Rosineide","Rubber enterprises in the Brazilian Amazon, 1870-1930.",http://etheses.lse.ac.uk/2869/,True,http://catalogue.libraries.london.ac.uk/record=b1850050~S24
1999,"Ebata, Joanne Michi","The transition from war to peace: politics, political space
and the peace process industry in Mozambique, 1992-1995.",http://etheses.lse.ac.uk/427/,True,
1999,"Ero, Comfort Ekhuase",The evolution of norms in international relations: Intervention and the principle of non-intervention in intra-African affairs.,http://etheses.lse.ac.uk/1547/,True,
1999,"Eskander, Saad Basheer","Britain's policy towards the Kurdish question, 1915-1923.",http://etheses.lse.ac.uk/2625/,True,http://catalogue.libraries.london.ac.uk/record=b1853843~S24
1999,"Ferguson, Clare",Reproductive rights and citizenship: Family planning in Zimbabwe.,http://etheses.lse.ac.uk/1540/,True,
1999,"Freeman, Dena Gail","Transforming traditions: The dynamics of cultural variation in the Gamo highlands, southwest Ethiopia.",http://etheses.lse.ac.uk/1526/,True,http://catalogue.libraries.london.ac.uk/record=b1844504~S24
1999,"Garcia-Duran Huet, Patricia",European integration theories: The case of EEC merger policy.,http://etheses.lse.ac.uk/2615/,True,http://catalogue.libraries.london.ac.uk/record=b1841257~S24
1999,"Ghani, Atif Mohammed",A sociological study of the British independent film field: The case of British-Asian film production 1976-1996.,http://etheses.lse.ac.uk/1535/,True,
1999,"Gjonca, Arjan","Mortality transition in Albania, 1950-1990.",http://etheses.lse.ac.uk/2870/,True,http://catalogue.libraries.london.ac.uk/record=b1851161~S24
1999,"Griggs, Steven Frank","Professionalisation, policy networks and the development of French health policy: The rise of hospital directors, the Syndicat National des Cadres Hospitaliers, 1976-1991.",http://etheses.lse.ac.uk/2872/,True,http://catalogue.libraries.london.ac.uk/record=b1857765~S24
1999,"Guala, Francesco",Economics and the laboratory: some philosophical and methodological problems facing experimental economics.,http://etheses.lse.ac.uk/836/,True,
1999,"Harper, Jo","Continuity within chaos: The role of political discourse in the rebuilding of Communist Party legitimation in Poland, 1988-90.",http://etheses.lse.ac.uk/1543/,True,http://catalogue.libraries.london.ac.uk/record=b1863680~S24
1999,"Harrison, Rebecca Jane","Scientific evidence and the toxic tort: A socio-legal study of the issues, expert evidence and judgment in Reay and Hope v. British Nuclear Fuels plc.",http://etheses.lse.ac.uk/2002/,True,http://catalogue.libraries.london.ac.uk/record=b1863873~S24
1999,"Hassan, Ashraf El Sayed Rashad",The impact of information/decision support systems (I/DSS) in debt management: The Egyptian experience.,http://etheses.lse.ac.uk/1553/,True,
1999,"Henry, Marc",Long memory in time series: Semiparametric estimation and conditional heteroscedasticity.,http://etheses.lse.ac.uk/1581/,True,
1999,"Ishikawa, Junko",A critique of the Maastricht road to European Monetary Union: Bringing labour market analysis back in.,http://etheses.lse.ac.uk/1519/,True,
1999,"Jacquin-Berdal, Dominique",Nationalism and secession in the Horn of Africa: a critique of the ethnic interpretation.,http://etheses.lse.ac.uk/73/,True,http://catalogue.libraries.london.ac.uk/record=b1842844~S24
1999,"Jarvie, Alexander Max",Justification and acceptance.,http://etheses.lse.ac.uk/1554/,True,http://catalogue.libraries.london.ac.uk/record=b1859401~S24
1999,"John, Steve",The effectiveness of professional lobbyists in Britain 1986-1999.,http://etheses.lse.ac.uk/1544/,True,
1999,"Jovic, Dejan",The breakdown of elite ideological consensus: The prelude to the disintegration of Yugoslavia (1974-1990).,http://etheses.lse.ac.uk/1545/,True,
1999,"Kalmus, Philip Alexander",Competitive markets with informational asymmetries and trading restrictions: Welfare analysis and applications to finance.,http://etheses.lse.ac.uk/1550/,True,http://catalogue.libraries.london.ac.uk/record=b1855438~S24
1999,"Ketels, Christian H.M",International competition and the efficiency of firms.,http://etheses.lse.ac.uk/1571/,True,
1999,"Ketland, Jeffrey John",The mathematicization of nature.,http://etheses.lse.ac.uk/2241/,True,http://catalogue.libraries.london.ac.uk/record=b1849074~S24
1999,"Kfir, Isaac Izy",Impact of the New Right on the Reagan administration: Kirkpatrick & UNESCO as a test case.,http://etheses.lse.ac.uk/1602/,True,
1999,"Khiaonarong, Tanai",Banking and innovation: The case of payment systems modernisation in Thailand.,http://etheses.lse.ac.uk/1565/,False,
1999,"Konsolas, Ioannis",The competitive advantage of nations: The case of Greece.,http://etheses.lse.ac.uk/2514/,True,
1999,"Ladino, Carolina","Maquiladora employment, low-income households and gender dynamics: A case study in Ciudad Juarez, Mexico.",http://etheses.lse.ac.uk/2871/,True,http://catalogue.libraries.london.ac.uk/record=b1852288~S24
1999,"Lai, Hung-Neng",The microstructure of a dealership market: An empirical investigation of the London Stock Exchange.,http://etheses.lse.ac.uk/3041/,True,
1999,"Larkins, Jeremy",The idea of the territorial state: Discourses of political space in Renaissance Italy.,http://etheses.lse.ac.uk/2617/,True,
1999,"Lee, Hyun-Jung",Affective states at work and prosocial organisational behaviour: A case study of health care workers in the NHS.,http://etheses.lse.ac.uk/2638/,True,http://catalogue.libraries.london.ac.uk/record=b1818959~S24
1999,"Leonard, Simon Brett","Geographies of labour market regulation: Industrial training in government training centres and skillcentres in Britain and London, 1917-93.",http://etheses.lse.ac.uk/1608/,True,http://catalogue.libraries.london.ac.uk/record=b1856797~S24
1999,"Lewkowicz, Bea",The Jewish community of Thessaloniki: An exploration of memory and identity in a Mediterranean city.,http://etheses.lse.ac.uk/2910/,True,
1999,"Lykogiannis, Athanasios","Britain and the Greek economic crisis, 1944-1947: From liberation to the Truman Doctrine.",http://etheses.lse.ac.uk/1536/,True,
1999,"Magalhaes, Rodrigo Manuel",The organizational implementation of information systems: towards a new theory.,http://etheses.lse.ac.uk/284/,True,http://catalogue.libraries.london.ac.uk/record=b1874456~S24
1999,"Naughton, Honora Mary",The ambiguous partnership: Elf Aquitaine and the French government 1976-1986.,http://etheses.lse.ac.uk/1586/,True,
1999,"Nier, Erlend Walter","Financial structure, managerial incentives and product market competition.",http://etheses.lse.ac.uk/1584/,True,http://catalogue.libraries.london.ac.uk/record=b1851187~S24
1999,"Nocke, Volker",Industry structure and the dynamics of competition.,http://etheses.lse.ac.uk/2491/,True,
1999,"O'Sullivan, Christopher","Sumner Welles, postwar planning and the quest for a new world order, 1937-1943.",http://etheses.lse.ac.uk/2630/,True,http://catalogue.libraries.london.ac.uk/record=b1861100~S24
1999,"Oladejo, Mobolaji Lateef","Models of personal computer buying intention and behaviour based on the ""theory of reasoned action"".",http://etheses.lse.ac.uk/2628/,True,
1999,"Osman, Mohamed Awad","The United Nations and peace enforcement with special reference to Kuwait, 1990-91.",http://etheses.lse.ac.uk/2618/,True,
1999,"Overman, Henry G",Empirical studies on the location of economic activity and its consequences.,http://etheses.lse.ac.uk/2420/,False,
1999,"Owtram, Francis Carey",Oman and the West: State formation in Oman since 1920.,http://etheses.lse.ac.uk/1556/,True,http://catalogue.libraries.london.ac.uk/record=b1858945~S24
1999,"Papatheodorou, Christos",Dimensions of income inequality in Greece.,http://etheses.lse.ac.uk/1552/,True,http://catalogue.libraries.london.ac.uk/record=b1854690~S24
1999,"Patil, Pawan Ganapati","Modelling and measuring the efficiency of the brackishwater shrimp aquaculture sector and its socio-economic and environmental impacts on rural producers in Nellore District, India.",http://etheses.lse.ac.uk/2268/,True,
1999,"Pedaliu, Effie G. H","Britain, Italy and the early Cold War: Aspects of British foreign policy towards Italy, 1946-1949.",http://etheses.lse.ac.uk/1525/,True,
1999,"Persson, Gudrun",The Russian Army and foreign wars 1859-1871.,http://etheses.lse.ac.uk/2793/,True,
1999,"Peterson, Lee M",The Cold War and the change in the nature of military power.,http://etheses.lse.ac.uk/2492/,True,
1999,"Richardson, James",Targeted wage subsidies and long-term unemployment: Theory and policy evaluation.,http://etheses.lse.ac.uk/1531/,True,http://catalogue.libraries.london.ac.uk/record=b1858214~S24
1999,"Rosengarten, Philipp","The characteristics, outcomes and sources of the Learning Organization: The case of car component suppliers in Britain.",http://etheses.lse.ac.uk/1534/,True,http://catalogue.libraries.london.ac.uk/record=b1868430~S24
1999,"Rothe, Jorn","Rationality, uncertainty aversion and equilibrium concepts in normal and extensive form games.",http://etheses.lse.ac.uk/2624/,True,http://catalogue.libraries.london.ac.uk/record=b1855086~S24
1999,"Salehi, Fariba",Postmodernity and the decline of the nation-state (a British case-study).,http://etheses.lse.ac.uk/2781/,True,
1999,"Sanusi, S. A. A","The mule of the world: Race, culture and essentialism in feminist approaches to international human rights law---an African perspective.",http://etheses.lse.ac.uk/2411/,True,
1999,"Satterthwaite, David Edward",The constraints on aid and development assistance agencies giving a high priority to basic needs.,http://etheses.lse.ac.uk/2506/,True,
1999,"Saull, Richard G","Rethinking theory and history in the Cold War: The state, military power and social revolution.",http://etheses.lse.ac.uk/1528/,True,
1999,"Schluter, Christian","Topics in distributional analysis: The importance of intermediate institutions for income distributions, inequality and intra-distributional mobility.",http://etheses.lse.ac.uk/1487/,True,http://catalogue.libraries.london.ac.uk/record=b1808728~S24
1999,"Shatzkes, Pamela Joy","Anglo-Jewish rescue and relief efforts, 1938-1944.",http://etheses.lse.ac.uk/1585/,True,
1999,"Sitter, Nikolai",The East Central European party systems: The development of competitive politics in a comparative politics perspective.,http://etheses.lse.ac.uk/2858/,True,
1999,"Smith, Brendan Patrick Gerard",Politics and policy making at the 1996-1997 European Union Intergovernmental Conference.,http://etheses.lse.ac.uk/1562/,True,
1999,"Stanca, Luca",Business cycle asymmetries and the financial propagation mechanism.,http://etheses.lse.ac.uk/1506/,True,http://catalogue.libraries.london.ac.uk/record=b1837567~S24
1999,"Stankova, Marietta",Bulgaria in British foreign policy 1943-1949.,http://etheses.lse.ac.uk/1524/,True,
1999,"Stanyer, James Benedict Price",Television coverage of British party conferences in the 1990s: The symbiotic production of political news.,http://etheses.lse.ac.uk/1523/,True,
1999,"Steinberg, David Charles",Why Hollywood lost the Uruguay Round: The political economy of mass communication revisited.,http://etheses.lse.ac.uk/1568/,True,http://catalogue.libraries.london.ac.uk/record=b1858306~S24
1999,"Stewart, Elaine C",Community care in the London Borough of Islington for former short and long-stay patients following the decision to close Friern Hospital.,http://etheses.lse.ac.uk/1513/,True,
1999,"Stremme, Alexander",Pricing and hedging of derivative securities: Some effects of asymmetric information and market power.,http://etheses.lse.ac.uk/2278/,True,
1999,"Strong, Paul Nicholas",The economic consequences of ethno-national conflict in Cyprus: the development of two siege economies after 1963 and 1974.,http://etheses.lse.ac.uk/97/,True,
1999,"Stubb, Alexander",Flexible integration and the Amsterdam Treaty: negotiating differentiation in the 1996-97 IGC.,http://etheses.lse.ac.uk/1054/,True,http://catalogue.libraries.london.ac.uk/record=b1857028~S24
1999,"Styan, David A.","Franco-Iraqi relations and Fifth Republic foreign policy, 1958-1990.",http://etheses.lse.ac.uk/15/,True,http://catalogue.libraries.london.ac.uk/record=b1879092~S24
1999,"Teschke, Benno Gerhard","The making of the Westphalian state-system: Social property relations, geopolitics and the myth of 1648.",http://etheses.lse.ac.uk/1555/,True,
1999,"Thiessen, Ilka",T'ga za jug -- Waiting for Macedonia: The changing world of young female engineers in the Republic of Macedonia.,http://etheses.lse.ac.uk/1597/,True,http://catalogue.libraries.london.ac.uk/record=b1854089~S24
1999,"Tzamourani, Panagiota","Robustness, semiparametric estimation and goodness-of-fit of latent trait models.",http://etheses.lse.ac.uk/1623/,True,http://catalogue.libraries.london.ac.uk/record=b1850723~S24
1999,"Tziampiris, Aristotle","Greece, European political cooperation and the Macedonian question, June 1991-december 1992.",http://etheses.lse.ac.uk/1563/,True,http://catalogue.libraries.london.ac.uk/record=b1860299~S24
1999,"Valde-Ugalde, Jose Luis","Intervening in revolution: The US exercise of power in Guatemala, 1954.",http://etheses.lse.ac.uk/2484/,True,http://catalogue.libraries.london.ac.uk/record=b2935699~S24
1999,"Vandycke, Nancy","The economics of the reproduction 'crisis' in transition Europe: The effect of shifts in values, income and uncertainty (with special reference to Russia).",http://etheses.lse.ac.uk/2606/,True,
1999,"Villela, André","The political economy of money and banking in Imperial Brazil, 1850-1870.",http://etheses.lse.ac.uk/334/,True,
1999,"Viola, Donatella",European foreign policy and the European Parliament in the 1990's.,http://etheses.lse.ac.uk/3431/,True,
1999,"Voiculescu, Aurora",Prosecuting history: Political justice in post-Communist Eastern Europe.,http://etheses.lse.ac.uk/1564/,True,
1999,"Wells, Karen","International and domestic sources of state stability and regime collapse: Merchant capital in Ethiopia, 1974-1995.",http://etheses.lse.ac.uk/1548/,True,
1999,"Wilkinson, Derrick Gordon",An enquiry into the use of international trade measures as environmental policy instruments.,http://etheses.lse.ac.uk/2494/,True,
1999,"Willmott, Ceri","Gender, citizenship and reproductive rights in the poblaciones of southern Santiago, Chile.",http://etheses.lse.ac.uk/1529/,True,
1999,"Wincott, Daniel Edward",The policy configurations of 'welfare statee' and women's role in the workforce in advanced industrial societies.,http://etheses.lse.ac.uk/1533/,True,http://catalogue.libraries.london.ac.uk/record=b1864499~S24
1999,"Yip, David S.O",A critical review of the opportunity cost concept.,http://etheses.lse.ac.uk/3053/,True,
1999,"Zimmer, Oliver","Forging the Swiss nation, 1760-1939: Popular memory, patriotic invention, and competing conceptions of nationhood.",http://etheses.lse.ac.uk/2620/,True,http://catalogue.libraries.london.ac.uk/record=b1845672~S24
2000,"Al Sayed, Mustafa",The successful management of a state-owned company---a case study of Gulf Petrochemical Industries Co. (GPIC).,http://etheses.lse.ac.uk/2244/,True,http://catalogue.libraries.london.ac.uk/record=b1910094~S24
2000,"Alfredson, Lisa S",Seeking asylum from sex persecution: Challenging refugee policy and policy-making of Canada in the late twentieth century.,http://etheses.lse.ac.uk/1559/,True,http://catalogue.libraries.london.ac.uk/record=b1907920~S24
2000,"Bada, Abiodun O",Global practices and local interests: Implementing technology-based change in a developing country context.,http://etheses.lse.ac.uk/1619/,True,http://catalogue.libraries.london.ac.uk/record=b1916957~S24
2000,"Beddies, Sabine Waltraud Christina",URBAN': A critical case study of the formulation and operationalisation of a community initiative.,http://etheses.lse.ac.uk/2247/,True,http://catalogue.libraries.london.ac.uk/record=b1914470~S24
2000,"Bitis, Alexander","The Russian Army and the Eastern Question, 1821-34.",http://etheses.lse.ac.uk/2409/,True,
2000,"Bostrom, Nick",Observational selection effects and probability.,http://etheses.lse.ac.uk/2642/,True,
2000,"Carletti, Elena","An economic analysis of bank risk-taking: Stability, deposit contracts and lending relationships.",http://etheses.lse.ac.uk/1620/,True,
2000,"Cho, Youngha","The Korean housebuilding industry: Aspects of growth, efficiency and diversification, 1980-1995.",http://etheses.lse.ac.uk/1566/,True,http://catalogue.libraries.london.ac.uk/record=b1903192~S24
2000,"Coe, Jack J",A critical appraisal of the Federal Arbitration Act 1925 and of the suitability of the model law as its replacement for international commercial disputes.,http://etheses.lse.ac.uk/2775/,True,
2000,"Crilly, Teresa Elizabeth",The Objectives of NHS Trusts.,http://etheses.lse.ac.uk/134/,True,
2000,"Day, William R","The early development of the Florentine economy, c.1100-1275.",http://etheses.lse.ac.uk/2634/,True,
2000,"Donaldson, Ian Linton",The role of philosophy and hierarchy in Friedrich Nietzsche's political thought.,http://etheses.lse.ac.uk/1560/,True,
2000,"de Berry, Joanna","Life after loss: An anthropological study of post-war recovery, Teso, East Uganda, with special reference to young people.",http://etheses.lse.ac.uk/2255/,True,http://catalogue.libraries.london.ac.uk/record=b1900651~S24
2000,"de Leon Borja, Margarita",The gender dimension of the Spanish social protection system (1978-1996).,http://etheses.lse.ac.uk/2645/,True,
2000,"Evans, Dylan",Rethinking emotion: New research in emotion and recent debates in cognitive science.,http://etheses.lse.ac.uk/2643/,True,
2000,"Fella, Giulio","Noncompetitive labour markets, severance payments and unemployment.",http://etheses.lse.ac.uk/1621/,True,http://catalogue.libraries.london.ac.uk/record=b1916702~S24
2000,"Franchino, Fabio","Executive and bureaucratic politics in the European Union: Bureaucratic preferences, executive discretion and procedural control of the European Commission.",http://etheses.lse.ac.uk/1542/,True,http://catalogue.libraries.london.ac.uk/record=b1869680~S24
2000,"Gallo de Puelles, Pedro",Inequalities in health care in Spain: The case of Catalonia.,http://etheses.lse.ac.uk/2517/,True,
2000,"Gebhardt, Roberto C","River plate meat industry since c.1900: Technology, ownership, international trade regimes and domestic policy.",http://etheses.lse.ac.uk/1512/,True,http://catalogue.libraries.london.ac.uk/record=b1871211~S24
2000,"Gronfeldt, Svafa","The nature, impact and development of customer-oriented behaviour: A case study in an Icelandic service context.",http://etheses.lse.ac.uk/2259/,True,http://catalogue.libraries.london.ac.uk/record=b1899278~S24
2000,"Guell-Rotllan, Maia",The effects of fixed-term contracts on labour market performance.,http://etheses.lse.ac.uk/2490/,True,
2000,"Heath, Alexandra J",Youth education decisions and job-search behaviour in Australia.,http://etheses.lse.ac.uk/1530/,True,http://catalogue.libraries.london.ac.uk/record=b1871193~S24
2000,"Hesse, Brian Joseph",Grand aims and modest means: The parallel evolution of US and South African foreign policies towards Africa in the 1990s.,http://etheses.lse.ac.uk/2635/,True,http://catalogue.libraries.london.ac.uk/record=b1903074~S24
2000,"Hoffmann-Burchardi, Ulrike","Dual-class shares, initial public offerings and the market for corporate control.",http://etheses.lse.ac.uk/1551/,True,http://catalogue.libraries.london.ac.uk/record=b1870264~S24
2000,"Howarth, Caroline","""So, you're from Brixton?"": towards a social psychology of community.",http://etheses.lse.ac.uk/72/,True,http://catalogue.libraries.london.ac.uk/record=b1898315~S24
2000,"Idowu, Stephen Babatunde",Namibia from colonisation to statehood: The paradoxical relationship between law and power in international society.,http://etheses.lse.ac.uk/2245/,True,http://catalogue.libraries.london.ac.uk/record=b1914282~S24
2000,"Ioannis, Chorianopoulos",Urban governance and territorial competition in Europe: An analysis of the north-south diversity in the EU urban policy networks.,http://etheses.lse.ac.uk/2644/,True,
2000,"Jerram, Richard",The political economy of contemporary regional integration: Evidence and interpretation.,http://etheses.lse.ac.uk/1605/,True,
2000,"Johansen, Lars-Henrik",Transferable training and the collective action problem for employers: An analysis of further education and training in four Norwegian industries.,http://etheses.lse.ac.uk/1599/,True,http://catalogue.libraries.london.ac.uk/record=b1876597~S24
2000,"Kells, Mary Eileen","Ethnicity and individuality: Irish migrants in London, 1980s-1990s.",http://etheses.lse.ac.uk/2271/,True,http://catalogue.libraries.london.ac.uk/record=b1894015~S24
2000,"Kelly, Scott James",Far from consensual: The politics of British economic policy 1950-1955.,http://etheses.lse.ac.uk/2636/,True,http://catalogue.libraries.london.ac.uk/record=b1901993~S24
2000,"Kirchbach, Jorge Leal",The politics of privatization policies at local level in Mexico: The case of the water utilities in Aguascalientes.,http://etheses.lse.ac.uk/2495/,True,
2000,"Krahmann, Elke","Multilevel networks in British and German foreign policy, 1990-95.",http://etheses.lse.ac.uk/1561/,True,http://catalogue.libraries.london.ac.uk/record=b1911595~S24
2000,"Krueger, Jonathan P",Explaining regime content: The use of trade restrictive measures in multilateral environmental agreements.,http://etheses.lse.ac.uk/1606/,True,http://catalogue.libraries.london.ac.uk/record=b1867076~S24
2000,"Kubo, Katsuyuki",The determinants of executive compensation and its effect on company performance in Japan and the UK.,http://etheses.lse.ac.uk/47/,True,
2000,"Lacher, Hannes Peter","Historicising the global: Capitalism, territoriality and the international relations of modernity.",http://etheses.lse.ac.uk/1603/,True,http://catalogue.libraries.london.ac.uk/record=b1918286~S24
2000,"Liddiard, Mark","Museums into the millennium: The construction, reception and future of the past.",http://etheses.lse.ac.uk/2248/,True,http://catalogue.libraries.london.ac.uk/record=b1910091~S24
2000,"Lin, Angela",Initiating system innovation: A technological frames analysis of the origins of groupware projects.,http://etheses.lse.ac.uk/2875/,True,http://catalogue.libraries.london.ac.uk/record=b1916505~S24
2000,"Lodge, Martin C.E",On different tracks: Institutions and railway regulation in Britain and Germany.,http://etheses.lse.ac.uk/1607/,True,http://catalogue.libraries.london.ac.uk/record=b1867724~S24
2000,"Lorenz-Meyer, Dagmar Regine",The gendered politics of generational contracts. Changing discourses and practices of intergenerational commitments in West Germany.,http://etheses.lse.ac.uk/1613/,True,http://catalogue.libraries.london.ac.uk/record=b1870020~S24
2000,"Maria Fernandez de Larrinoa, Pedro",Carnival performance and folk aesthetics in a French Pyrenean Basque valley in the twentieth century: An anthropological study.,http://etheses.lse.ac.uk/2256/,True,http://catalogue.libraries.london.ac.uk/record=b1882767~S24
2000,"Matouschek, Niko Bernd Georg",Efficient organisation of economic institutions: Firms and contract enforcement agencies.,http://etheses.lse.ac.uk/1628/,True,http://catalogue.libraries.london.ac.uk/record=b1962114~S24
2000,"Matsukawa, Kyoko",European images of India before the rise of Orientalism in the late eighteenth century.,http://etheses.lse.ac.uk/1600/,True,
2000,"Matthews, Charles Kevin",The Irish boundary crisis and the reshaping of British politics: 1920-1925.,http://etheses.lse.ac.uk/1611/,True,
2000,"McGinnes, Simon",Conceptual modelling: A psychological perspective.,http://etheses.lse.ac.uk/2290/,True,http://catalogue.libraries.london.ac.uk/record=b2029778~S24
2000,"Moore, Sheila",The decriminalisation of suicide.,http://etheses.lse.ac.uk/1573/,True,
2000,"Morris, Martha","The role of the government in the import substitution of sailcloth, cordage and gunpowder in England 1558-1642.",http://etheses.lse.ac.uk/2792/,True,
2000,"New, Bill",Justifying state interventions: the case of paternalism.,http://etheses.lse.ac.uk/833/,True,http://catalogue.libraries.london.ac.uk/record=b1910068~S24
2000,"Newman, Kathleen Paula",Britain and the Soviet Union: The search for an interim agreement on West Berlin November 1958-May 1960.,http://etheses.lse.ac.uk/2633/,True,
2000,"O'Muircheartaigh, Colm Aongus",An investigation of response variance in sample surveys.,http://etheses.lse.ac.uk/1624/,True,
2000,"Panasyuk, Mykola B",The concept of social tolerance and social policy: A case study of crime and penal practices in the transitional period in Ukraine.,http://etheses.lse.ac.uk/1574/,True,
2000,"Pande, Rohini","The economics of public policy: Interventions in electoral representation, information transmission and investment choices.",http://etheses.lse.ac.uk/1514/,True,
2000,"Parales Quenza, Carlos Jose",Social representations of healthy eating: An empirical study in Colombia.,http://etheses.lse.ac.uk/2249/,True,
2000,"Peake, Edward","Tradition, Christianity, and the state in understandings of sickness and healing in South Nias, Indonesia.",http://etheses.lse.ac.uk/1558/,True,http://catalogue.libraries.london.ac.uk/record=b1907515~S24
2000,"Pegler, Lee J","Workers, unions and the 'politics of modernisation': Labour process change in the Brazilian white goods industry.",http://etheses.lse.ac.uk/2273/,True,
2000,"Pena, Cristina",Providing nursery education in poor neighbourhoods: Joint action by the community and the municipality in Montevideo.,http://etheses.lse.ac.uk/1569/,True,http://catalogue.libraries.london.ac.uk/record=b1879109~S24
2000,"Portides, Demetris Panayiotis",Representation models as devices for scientific theory applications vs. the semantic view of scientific theories: The case of models of the nuclear structure.,http://etheses.lse.ac.uk/1572/,True,http://catalogue.libraries.london.ac.uk/record=b1877112~S24
2000,"Rabin, M. Jeffrey",The idea of freedom in Michael Oakeshott and the contemporary liberal-communitarian debate.,http://etheses.lse.ac.uk/2873/,True,
2000,"Richter, Fabian Felix",Legitimate to whom? Comparing national perspectives on the legitimacy of the European Union.,http://etheses.lse.ac.uk/1614/,True,http://catalogue.libraries.london.ac.uk/record=b1913796~S24
2000,"Roller, Ruth Elisa",Catalonia and European integration: A regionalist strategy for nationalist objectives.,http://etheses.lse.ac.uk/1580/,True,http://catalogue.libraries.london.ac.uk/record=b1876344~S24
